"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
223,7.433,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.09,130.96,0.08,0.42,149.37,19.06,1.62,167.25,23.48,18.52,140.97,14.44,38.34,162.03,-18.15,1.63,166.57,-24.07,-1.79,135.76,-8.26,23.75,131.78,0.40,1.00,171.78,0.60,1.08,177.69,1.20,18.42,188.24,2.10,6.85,209.68
224,7.467,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.03,0.09,130.96,0.07,0.39,149.37,19.03,1.50,167.20,23.38,17.09,140.11,13.84,38.21,159.63,-18.17,1.60,166.56,-24.07,-1.93,135.76,-8.35,23.63,131.61,0.37,0.92,171.79,0.56,1.00,177.69,1.14,18.33,188.25,1.99,6.75,209.69
225,7.500,-12.77,-0.15,113.89,12.77,-0.13,113.93,-0.03,0.08,130.96,0.06,0.36,149.37,18.99,1.38,167.17,23.30,15.59,139.32,13.24,37.91,157.17,-18.19,1.57,166.55,-24.08,-2.07,135.76,-8.42,23.51,131.44,0.34,0.84,171.79,0.52,0.91,177.69,1.07,18.24,188.26,1.84,6.64,209.70
226,7.533,-12.77,-0.15,113.89,12.77,-0.13,113.93,-0.03,0.07,130.96,0.05,0.33,149.37,18.94,1.25,167.12,23.22,14.04,138.59,12.63,37.43,154.66,-18.22,1.53,166.53,-24.08,-2.22,135.74,-8.51,23.38,131.26,0.31,0.76,171.79,0.47,0.81,177.69,0.98,18.13,188.28,1.68,6.52,209.71
227,7.567,-12.77,-0.15,113.89,12.77,-0.13,113.93,-0.03,0.07,130.96,0.04,0.29,149.37,18.90,1.12,167.08,23.18,12.41,137.92,12.06,36.76,152.11,-18.24,1.50,166.51,-24.07,-2.36,135.74,-8.59,23.27,131.09,0.28,0.67,171.79,0.43,0.72,177.70,0.91,18.03,188.29,1.54,6.41,209.71
228,7.600,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.03,0.06,130.96,0.03,0.26,149.37,18.86,0.99,167.04,23.15,10.75,137.33,11.50,35.90,149.57,-18.27,1.47,166.50,-24.08,-2.49,135.74,-8.67,23.14,130.90,0.25,0.59,171.79,0.38,0.62,177.70,0.84,17.93,188.30,1.38,6.30,209.72
229,7.633,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.03,0.06,130.96,0.02,0.23,149.37,18.82,0.88,166.99,23.13,9.08,136.82,10.96,34.87,147.04,-18.29,1.44,166.49,-24.07,-2.65,135.73,-8.76,23.01,130.72,0.22,0.52,171.79,0.35,0.54,177.70,0.77,17.85,188.31,1.24,6.21,209.73
230,7.667,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.03,0.05,130.96,0.01,0.20,149.37,18.78,0.74,166.95,23.14,7.38,136.41,10.46,33.66,144.59,-18.32,1.40,166.47,-24.07,-2.79,135.72,-8.83,22.88,130.54,0.19,0.43,171.80,0.30,0.43,177.70,0.69,17.74,188.32,1.09,6.08,209.74
231,7.700,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.03,0.04,130.96,0.00,0.17,149.37,18.74,0.63,166.90,23.15,5.71,136.07,9.97,32.29,142.20,-18.34,1.36,166.45,-24.06,-2.94,135.72,-8.93,22.76,130.37,0.16,0.35,171.80,0.25,0.34,177.70,0.61,17.64,188.33,0.94,5.98,209.74
232,7.733,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.04,0.04,130.96,-0.01,0.13,149.37,18.69,0.49,166.86,23.20,4.02,135.83,9.59,30.77,139.92,-18.37,1.35,166.45,-24.08,-3.05,135.73,-9.00,22.64,130.21,0.12,0.27,171.80,0.21,0.25,177.70,0.56,17.54,188.34,0.81,5.87,209.75
233,7.767,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.04,0.03,130.96,-0.02,0.10,149.37,18.65,0.37,166.81,23.25,2.38,135.66,9.20,29.14,137.76,-18.39,1.32,166.43,-24.07,-3.19,135.72,-9.07,22.52,130.04,0.10,0.19,171.80,0.17,0.16,177.70,0.48,17.45,188.35,0.66,5.77,209.75
234,7.800,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.04,0.03,130.96,-0.03,0.08,149.37,18.62,0.28,166.77,23.32,0.80,135.57,8.86,27.43,135.75,-18.41,1.29,166.42,-24.06,-3.32,135.72,-9.14,22.40,129.88,0.07,0.12,171.80,0.13,0.09,177.70,0.41,17.38,188.35,0.52,5.70,209.76
235,7.833,-12.77,-0.15,113.89,12.77,-0.13,113.94,-0.04,0.02,130.96,-0.04,0.05,149.37,18.58,0.16,166.73,23.40,-0.73,135.56,8.57,25.64,133.89,-18.43,1.27,166.40,-24.05,-3.44,135.71,-9.20,22.29,129.73,0.04,0.05,171.80,0.09,0.01,177.70,0.34,17.29,188.36,0.40,5.60,209.76
236,7.867,-12.77,-0.15,113.88,12.77,-0.13,113.94,-0.04,0.01,130.96,-0.05,0.00,149.37,18.53,0.03,166.69,23.49,-2.18,135.61,8.33,23.83,132.22,-18.45,1.21,166.39,-24.04,-3.57,135.70,-9.27,22.17,129.59,0.01,-0.05,171.80,0.04,-0.10,177.70,0.27,17.17,188.38,0.25,5.46,209.77
237,7.900,-12.77,-0.15,113.88,12.77,-0.13,113.94,-0.04,0.01,130.96,-0.05,-0.01,149.37,18.50,-0.04,166.65,23.58,-3.53,135.70,8.12,22.04,130.69,-18.47,1.20,166.38,-24.03,-3.67,135.70,-9.33,22.07,129.45,-0.01,-0.09,171.80,0.02,-0.15,177.70,0.22,17.12,188.38,0.15,5.41,209.76
